,vault_name,vault_type,vault_apy,vault_total_assets
2021-04-25 14:27:14.169692,DAI,v2,14.49%,"$446,898,620"
2021-04-25 14:27:14.188809,1INCH,v2,7.39%,"$545,925"
2021-04-25 14:27:14.207639,WETH,v2,5.48%,"$159,250,638"
2021-04-25 14:27:14.226830,WBTC,v2,5.44%,"$1,042,724"
2021-04-25 14:27:14.247227,crvSETH,v2,10.78%,"$132,335,933"
2021-04-25 14:27:14.271161,crvSTETH,v2,11.87%,"$198,068,878"
2021-04-25 14:27:14.297849,YFI,v2,1.60%,"$182,907,832"
2021-04-25 14:27:14.327302,crvSBTC,v2,3.56%,"$5,746,173"
2021-04-25 14:27:14.350592,ETH,v2,5.48%,"$159,250,638"
2021-04-25 14:27:14.374622,crvMUSD,v1,20.30%,"$2,250,724"
2021-04-25 14:27:14.398785,yCRV,v1,11.16%,"$45,973,143"
2021-04-25 14:27:14.415863,crvGUSD,v1,15.72%,"$32,956,798"
2021-04-25 14:27:14.437810,crvAAVE,v1,22.31%,"$21,050,094"
2021-04-25 14:27:14.465474,USDC,v1,13.05%,"$10,725,291"
2021-04-25 14:27:14.485208,crvSAAVE,v1,0.00%,"$1,530,338"
2021-04-25 14:27:14.502400,crvDUSD,v1,29.99%,"$3,009,878"
2021-04-25 14:27:14.518257,WETH,v1,0.00%,"$7,243,552"
2021-04-25 14:27:14.534266,crvUSDN,v1,25.75%,"$48,948,206"
2021-04-25 14:27:14.551712,crvCOMP,v1,14.92%,"$36,546,013"
2021-04-25 14:27:14.571035,crvUST,v1,35.31%,"$6,140,650"
2021-04-25 14:27:14.587886,crvLINK,v1,9.13%,"$76,861,535"
2021-04-25 14:27:14.606965,3Crv,v1,10.65%,"$82,241,794"
2021-04-25 14:27:14.625573,crvOBTC,v1,35.11%,"$7,699,153"
2021-04-25 14:27:14.643633,crvSBTC,v1,0.00%,"$13,312,543"
2021-04-25 14:27:14.660987,crvSUSD,v1,22.40%,"$32,808,609"
2021-04-25 14:27:14.681099,USDT,v1,11.65%,"$11,791,134"
2021-04-25 14:27:14.699978,crvHBTC,v1,5.39%,"$214,966"
2021-04-25 14:27:14.724446,crvPBTC,v1,16.27%,"$2,974,425"
2021-04-25 14:27:14.751812,crvEURS,v1,57.47%,"$23,244,026"
2021-04-25 14:27:14.782277,crvTBTC,v1,6.33%,$0
2021-04-25 14:27:14.808447,crvHUSD,v1,27.10%,$710
2021-04-25 14:27:14.839949,TUSD,v1,12.85%,"$3,885,291"
2021-04-25 14:27:14.887597,crvBBTC,v1,5.07%,"$2,586,153"
2021-04-25 14:27:14.914376,LINK,v1,0.00%,"$269,318"
2021-04-25 14:27:14.937789,DAI,v1,10.33%,"$7,415,934"
2021-04-25 14:27:14.969646,crvUSDP,v1,31.97%,"$55,338,860"
2021-04-25 14:27:14.997740,crvBUSD,v1,13.29%,"$21,376,868"
2021-04-25 14:27:15.022100,crvANKR,v1,12.70%,"$1,030,148"
2021-04-25 14:27:15.047952,aLINK,v1,0.00%,"$13,277,762"
2021-04-25 14:27:15.072517,YFI,v1,0.00%,"$3,928,403"
2021-04-25 14:27:15.100009,crvRENBTC,v1,0.00%,"$15,001"
2021-04-25 14:27:15.131613,mUSD,v1,19.75%,"$289,915"
2021-04-25 14:27:15.162968,ETH,v1,0.00%,"$7,243,552"
2021-04-26 17:07:51.271974,yveCRV - ETH,v1,54.91%,"$13,305,018"
2021-04-26 17:07:51.281344,yveCRV,v1,17.69%,$0
2021-04-26 17:07:51.286065,USDC,v2,15.65%,"$148,950,291"
2021-04-26 17:07:51.291218,crvIB,v2,20.19%,"$161,184,416"
2021-04-26 17:07:51.297609,HEGIC,v2,0.77%,"$512,260"
2021-04-26 17:07:51.303795,LUSD3CRV-f,v2,NEW ✨,$0
2021-04-26 17:07:51.311114,crvHBTC,v2,9.90%,"$9,833,674"
2021-04-26 17:07:51.321339,crvOBTC,v2,21.99%,"$4,428,481"
2021-04-26 17:07:51.334917,crvRENBTC,v2,1.50%,"$52,012"
2021-04-26 17:07:51.344940,crvSAAVE,v2,19.08%,"$7,891,710"
2021-04-26 17:07:51.355009,DAI,v2,13.13%,"$448,193,634"
2021-04-26 17:07:51.366898,1INCH,v2,7.37%,"$609,217"
2021-04-26 17:07:51.377702,crvPBTC,v2,18.42%,"$530,803"
2021-04-26 17:07:51.386774,WETH,v2,5.25%,"$183,589,309"
2021-04-26 17:07:51.395902,WBTC,v2,5.44%,"$1,116,750"
2021-04-26 17:07:51.406858,crvSETH,v2,12.07%,"$120,784,780"
2021-04-26 17:07:51.417599,crvSTETH,v2,11.88%,"$212,584,735"
2021-04-26 17:07:51.428870,YFI,v2,1.41%,"$189,048,518"
2021-04-26 17:07:51.439923,crvSBTC,v2,3.46%,"$6,140,066"
2021-04-26 17:07:51.452876,ETH,v2,5.25%,"$183,589,309"
2021-04-26 17:07:51.466210,crvMUSD,v1,20.44%,"$2,203,417"
2021-04-26 17:07:51.480877,yCRV,v1,8.76%,"$45,906,672"
2021-04-26 17:07:51.493935,crvGUSD,v1,16.85%,"$32,858,963"
2021-04-26 17:07:51.508710,crvAAVE,v1,26.89%,"$21,775,458"
2021-04-26 17:07:51.523119,USDC,v1,12.98%,"$10,484,687"
2021-04-26 17:07:51.551485,crvDUSD,v1,49.48%,"$2,452,957"
2021-04-26 17:07:51.578264,crvUSDN,v1,29.45%,"$47,426,415"
2021-04-26 17:07:51.599338,crvCOMP,v1,15.63%,"$35,773,630"
2021-04-26 17:07:51.620484,crvUST,v1,28.73%,"$6,222,814"
2021-04-26 17:07:51.641464,crvLINK,v1,9.32%,"$79,761,944"
2021-04-26 17:07:51.660686,3Crv,v1,12.09%,"$81,611,048"
2021-04-26 17:07:51.684045,crvSUSD,v1,24.14%,"$32,816,960"
2021-04-26 17:07:51.701540,USDT,v1,11.66%,"$10,093,729"
2021-04-26 17:07:51.719232,crvEURS,v1,57.37%,"$24,278,509"
2021-04-26 17:07:51.737566,crvTBTC,v1,6.33%,$0
2021-04-26 17:07:51.759616,crvHUSD,v1,29.31%,$673
2021-04-26 17:07:51.782033,TUSD,v1,12.25%,"$3,869,476"
2021-04-26 17:07:51.802562,crvBBTC,v1,3.97%,"$2,684,735"
2021-04-26 17:07:51.825686,LINK,v1,0.00%,"$283,028"
2021-04-26 17:07:51.846455,DAI,v1,8.55%,"$7,405,321"
2021-04-26 17:07:51.868078,crvUSDP,v1,34.69%,"$55,089,804"
2021-04-26 17:07:51.889032,crvBUSD,v1,10.54%,"$21,354,773"
2021-04-26 17:07:51.911283,crvANKR,v1,12.65%,"$1,102,914"
2021-04-26 17:07:51.934468,aLINK,v1,0.00%,"$13,041,575"
2021-04-26 17:07:51.958014,mUSD,v1,19.76%,"$283,722"
2021-04-27 17:58:52.131862,yveCRV,v1,15.77%,$0
2021-04-27 17:58:52.141331,USDC,v2,15.54%,"$150,356,210"
2021-04-27 17:58:52.148499,crvIB,v2,23.59%,"$159,617,858"
2021-04-27 17:58:52.157270,crvTBTC,v2,5.66%,$0
2021-04-27 17:58:52.168363,crvBBTC,v2,6.55%,$0
2021-04-27 17:58:52.174470,HEGIC,v2,0.77%,"$556,293"
2021-04-27 17:58:52.187446,crvLUSD,v2,NEW ✨,$0
2021-04-27 17:58:52.196063,crvHBTC,v2,10.91%,"$10,512,570"
2021-04-27 17:58:52.203860,crvOBTC,v2,24.66%,"$7,510,487"
2021-04-27 17:58:52.212093,crvRENBTC,v2,2.18%,"$53,607"
2021-04-27 17:58:52.220729,crvSAAVE,v2,22.03%,"$8,064,588"
2021-04-27 17:58:52.228868,DAI,v2,13.39%,"$429,987,309"
2021-04-27 17:58:52.237459,1INCH,v2,7.38%,"$678,014"
2021-04-27 17:58:52.250111,crvPBTC,v2,17.31%,"$1,234,211"
2021-04-27 17:58:52.261156,WETH,v2,5.39%,"$172,925,883"
2021-04-27 17:58:52.271251,WBTC,v2,5.44%,"$1,151,071"
2021-04-27 17:58:52.281696,crvSETH,v2,13.76%,"$129,642,172"
2021-04-27 17:58:52.292688,crvSTETH,v2,13.53%,"$220,732,804"
2021-04-27 17:58:52.304564,YFI,v2,1.46%,"$193,596,575"
2021-04-27 17:58:52.316039,crvSBTC,v2,3.74%,"$6,367,051"
2021-04-27 17:58:52.327803,ETH,v2,5.39%,"$172,925,883"
2021-04-27 17:58:52.342531,crvMUSD,v1,36.82%,"$2,735,898"
2021-04-27 17:58:52.355624,yCRV,v1,11.07%,"$46,072,844"
2021-04-27 17:58:52.370398,crvGUSD,v1,22.24%,"$31,149,970"
2021-04-27 17:58:52.384938,crvAAVE,v1,29.36%,"$21,979,890"
2021-04-27 17:58:52.398923,USDC,v1,12.63%,"$11,124,163"
2021-04-27 17:58:52.414218,crvDUSD,v1,54.06%,"$4,276,620"
2021-04-27 17:58:52.431842,crvUSDN,v1,34.24%,"$49,339,199"
2021-04-27 17:58:52.448333,crvCOMP,v1,17.93%,"$35,831,586"
2021-04-27 17:58:52.464996,crvUST,v1,34.90%,"$6,855,771"
2021-04-27 17:58:52.481278,crvLINK,v1,11.02%,"$86,065,561"
2021-04-27 17:58:52.502036,3Crv,v1,14.13%,"$79,498,549"
2021-04-27 17:58:52.520622,crvSUSD,v1,28.68%,"$33,940,634"
2021-04-27 17:58:52.538913,USDT,v1,11.57%,"$9,590,302"
2021-04-27 17:58:52.557338,crvEURS,v1,71.80%,"$26,309,730"
2021-04-27 17:58:52.576141,crvHUSD,v1,36.32%,$730
2021-04-27 17:58:52.599916,TUSD,v1,12.63%,"$3,866,720"
2021-04-27 17:58:52.621071,LINK,v1,0.00%,"$302,881"
2021-04-27 17:58:52.641897,DAI,v1,9.80%,"$7,366,886"
2021-04-27 17:58:52.662501,crvUSDP,v1,41.27%,"$60,996,616"
2021-04-27 17:58:52.700353,crvBUSD,v1,14.30%,"$21,368,046"
2021-04-27 17:58:52.734930,crvANKR,v1,14.17%,"$1,172,338"
2021-04-27 17:58:52.758477,aLINK,v1,0.00%,"$13,742,484"
2021-04-27 17:58:52.781875,mUSD,v1,19.77%,"$226,261"
2021-04-28 17:56:16.374244,yveCRV,v1,15.67%,$0
2021-04-28 17:56:16.381833,USDC,v2,15.82%,"$158,441,945"
2021-04-28 17:56:16.388434,crvIB,v2,22.95%,"$160,706,796"
2021-04-28 17:56:16.393180,crvTBTC,v2,5.20%,$0
2021-04-28 17:56:16.399474,crvBBTC,v2,5.13%,$0
2021-04-28 17:56:16.408313,HEGIC,v2,0.77%,"$518,317"
2021-04-28 17:56:16.414274,crvLUSD,v2,NEW ✨,$0
2021-04-28 17:56:16.421786,crvHBTC,v2,10.08%,"$10,916,602"
2021-04-28 17:56:16.430140,crvOBTC,v2,23.42%,"$7,838,628"
2021-04-28 17:56:16.437687,crvRENBTC,v2,1.69%,"$53,493"
2021-04-28 17:56:16.447960,crvSAAVE,v2,21.10%,"$6,071,032"
2021-04-28 17:56:16.456986,DAI,v2,12.18%,"$423,076,797"
2021-04-28 17:56:16.465517,1INCH,v2,7.38%,"$781,847"
2021-04-28 17:56:16.475012,crvPBTC,v2,16.59%,"$1,647,232"
2021-04-28 17:56:16.484561,WETH,v2,5.29%,"$177,117,499"
2021-04-28 17:56:16.494702,WBTC,v2,5.44%,"$1,151,041"
2021-04-28 17:56:16.506762,crvSETH,v2,12.91%,"$133,170,205"
2021-04-28 17:56:16.517494,crvSTETH,v2,15.33%,"$222,434,052"
2021-04-28 17:56:16.532296,YFI,v2,1.54%,"$188,580,551"
2021-04-28 17:56:16.543605,crvSBTC,v2,2.86%,"$6,202,395"
2021-04-28 17:56:16.557376,ETH,v2,5.29%,"$177,117,499"
2021-04-28 17:56:16.570686,crvMUSD,v1,27.51%,"$2,811,534"
2021-04-28 17:56:16.583500,yCRV,v1,9.88%,"$46,266,678"
2021-04-28 17:56:16.596882,crvGUSD,v1,21.48%,"$29,337,852"
2021-04-28 17:56:16.610500,crvAAVE,v1,24.91%,"$22,473,457"
2021-04-28 17:56:16.626933,USDC,v1,12.19%,"$15,598,028"
2021-04-28 17:56:16.642423,crvDUSD,v1,46.05%,"$6,676,403"
2021-04-28 17:56:16.657635,crvUSDN,v1,52.85%,"$52,711,935"
2021-04-28 17:56:16.673608,crvCOMP,v1,17.06%,"$35,800,700"
2021-04-28 17:56:16.689697,crvUST,v1,29.42%,"$6,848,932"
2021-04-28 17:56:16.707225,crvLINK,v1,10.66%,"$83,483,764"
2021-04-28 17:56:16.725498,3Crv,v1,12.82%,"$80,364,276"
2021-04-28 17:56:16.744958,crvSUSD,v1,27.99%,"$34,178,749"
2021-04-28 17:56:16.763559,USDT,v1,11.38%,"$10,898,635"
2021-04-28 17:56:16.781638,crvEURS,v1,53.75%,"$28,171,296"
2021-04-28 17:56:16.802936,crvHUSD,v1,33.70%,$699
2021-04-28 17:56:16.826500,TUSD,v1,11.98%,"$3,867,588"
2021-04-28 17:56:16.847720,LINK,v1,0%,"$294,741"
2021-04-28 17:56:16.869174,DAI,v1,9.90%,"$7,302,787"
2021-04-28 17:56:16.922859,crvUSDP,v1,37.10%,"$64,053,734"
2021-04-28 17:56:16.968118,crvBUSD,v1,12.50%,"$21,366,601"
2021-04-28 17:56:16.994986,crvANKR,v1,13.08%,"$1,209,053"
2021-04-28 17:56:17.017513,aLINK,v1,0%,"$13,273,559"
2021-04-28 17:56:17.039970,mUSD,v1,20.18%,"$169,161"
2021-04-29 19:14:07.229586,yveCRV,v1,14.46%,$0
2021-04-29 19:14:07.237810,USDC,v2,15.58%,"$157,701,561"
2021-04-29 19:14:07.244379,crvIB,v2,19.62%,"$159,947,755"
2021-04-29 19:14:07.257386,crvTBTC,v2,5.05%,$0
2021-04-29 19:14:07.263345,crvBBTC,v2,2.80%,$0
2021-04-29 19:14:07.269100,HEGIC,v2,0.77%,"$514,990"
2021-04-29 19:14:07.275034,crvLUSD,v2,NEW ✨,$0
2021-04-29 19:14:07.284328,crvHBTC,v2,10.85%,"$12,164,255"
2021-04-29 19:14:07.290991,crvOBTC,v2,24.03%,"$9,278,424"
2021-04-29 19:14:07.302756,crvRENBTC,v2,3.23%,"$51,778"
2021-04-29 19:14:07.310582,crvSAAVE,v2,19.57%,"$6,354,556"
2021-04-29 19:14:07.328795,USDT,v2,NEW ✨,"$1,040,307"
2021-04-29 19:14:07.337664,DAI,v2,11.27%,"$431,001,897"
2021-04-29 19:14:07.347113,1INCH,v2,12.92%,"$744,153"
2021-04-29 19:14:07.356493,crvPBTC,v2,18.93%,"$2,176,876"
2021-04-29 19:14:07.367936,WETH,v2,4.81%,"$170,976,270"
2021-04-29 19:14:07.379643,WBTC,v2,5.44%,"$1,111,486"
2021-04-29 19:14:07.391045,crvSETH,v2,11.70%,"$133,184,770"
2021-04-29 19:14:07.403275,crvSTETH,v2,15.56%,"$228,157,856"
2021-04-29 19:14:07.415822,YFI,v2,1.54%,"$174,893,856"
2021-04-29 19:14:07.428066,crvSBTC,v2,1.86%,"$5,503,958"
2021-04-29 19:14:07.441478,ETH,v2,4.81%,"$170,976,270"
2021-04-29 19:14:07.455066,crvMUSD,v1,24.97%,"$2,685,405"
2021-04-29 19:14:07.469427,yCRV,v1,9.36%,"$45,829,536"
2021-04-29 19:14:07.484061,crvGUSD,v1,8.79%,"$28,355,753"
2021-04-29 19:14:07.498594,crvAAVE,v1,22.94%,"$22,634,627"
2021-04-29 19:14:07.515063,USDC,v1,12.11%,"$15,559,385"
2021-04-29 19:14:07.530774,crvDUSD,v1,40.52%,"$5,418,907"
2021-04-29 19:14:07.546228,crvUSDN,v1,30.79%,"$61,156,260"
2021-04-29 19:14:07.563636,crvCOMP,v1,17.35%,"$35,845,427"
2021-04-29 19:14:07.582027,crvUST,v1,24.73%,"$9,917,725"
2021-04-29 19:14:07.598811,crvLINK,v1,11.12%,"$82,252,128"
2021-04-29 19:14:07.619278,3Crv,v1,12.76%,"$72,853,968"
2021-04-29 19:14:07.637713,crvSUSD,v1,26.02%,"$34,208,914"
2021-04-29 19:14:07.657415,USDT,v1,11.50%,"$10,903,741"
2021-04-29 19:14:07.679236,crvEURS,v1,61.59%,"$31,355,869"
2021-04-29 19:14:07.704138,crvHUSD,v1,32.59%,$704
2021-04-29 19:14:07.727366,TUSD,v1,11.51%,"$3,863,111"
2021-04-29 19:14:07.758708,LINK,v1,0.00%,"$267,227"
2021-04-29 19:14:07.792077,DAI,v1,8.97%,"$7,297,745"
2021-04-29 19:14:07.816569,crvUSDP,v1,29.76%,"$71,369,134"
2021-04-29 19:14:07.840776,crvBUSD,v1,11.35%,"$21,356,842"
2021-04-29 19:14:07.866842,crvANKR,v1,19.90%,"$1,213,394"
2021-04-29 19:14:07.895184,aLINK,v1,0.00%,"$13,037,349"
2021-04-29 19:14:07.919781,mUSD,v1,18.37%,"$165,210"
2021-05-01 18:03:21.713584,yveCRV - ETH,v1,63.01%,"$9,609,105"
2021-05-01 18:03:21.724694,yveCRV,v1,13.00%,$0
2021-05-01 18:03:21.729409,yvBOOST,v2,14.33%,"$3,629,213"
2021-05-01 18:03:21.734358,yvBOOST - ETH,v2,1.95%,"$8,147,837"
2021-05-01 18:03:21.743641,USDC,v2,14.83%,"$157,938,547"
2021-05-01 18:03:21.748993,crvIB,v2,21.87%,"$155,873,278"
2021-05-01 18:03:21.755547,crvTBTC,v2,6.79%,$0
2021-05-01 18:03:21.762205,crvBBTC,v2,5.27%,$0
2021-05-01 18:03:21.769315,HEGIC,v2,0.77%,"$541,563"
2021-05-01 18:03:21.777516,crvFRAX,v2,NEW ✨,$0
2021-05-01 18:03:21.798671,crvLUSD,v2,NEW ✨,$0
2021-05-01 18:03:21.815163,crvHBTC,v2,11.61%,"$12,440,300"
2021-05-01 18:03:21.826851,crvOBTC,v2,19.42%,"$10,202,356"
2021-05-01 18:03:21.838704,crvRENBTC,v2,2.44%,"$56,566"
2021-05-01 18:03:21.851861,crvSAAVE,v2,21.49%,"$5,233,074"
2021-05-01 18:03:21.870245,USDT,v2,3.36%,"$2,262,245"
2021-05-01 18:03:21.883457,DAI,v2,11.91%,"$426,841,549"
2021-05-01 18:03:21.894572,1INCH,v2,5.52%,"$785,973"
2021-05-01 18:03:21.909231,crvPBTC,v2,14.94%,"$2,428,397"
2021-05-01 18:03:21.922224,WETH,v2,4.56%,"$180,822,224"
2021-05-01 18:03:21.936453,WBTC,v2,5.44%,"$1,212,627"
2021-05-01 18:03:21.950406,crvSETH,v2,13.17%,"$130,530,816"
2021-05-01 18:03:21.970492,crvSTETH,v2,19.79%,"$257,687,917"
2021-05-01 18:03:21.985804,YFI,v2,0.59%,"$160,658,109"
2021-05-01 18:03:22.003158,crvSBTC,v2,2.20%,"$5,881,274"
2021-05-01 18:03:22.021736,ETH,v2,4.56%,"$180,822,224"
2021-05-01 18:03:22.038596,crvMUSD,v1,28.88%,"$2,825,370"
2021-05-01 18:03:22.058088,yCRV,v1,10.46%,"$46,717,560"
2021-05-01 18:03:22.077205,crvGUSD,v1,12.70%,"$20,333,052"
2021-05-01 18:03:22.096689,crvAAVE,v1,23.62%,"$27,023,108"
2021-05-01 18:03:22.115674,USDC,v1,11.28%,"$15,514,510"
2021-05-01 18:03:22.135942,crvDUSD,v1,35.98%,"$6,675,531"
2021-05-01 18:03:22.158067,crvUSDN,v1,28.65%,"$60,602,371"
2021-05-01 18:03:22.177135,crvCOMP,v1,19.10%,"$35,678,249"
2021-05-01 18:03:22.198559,crvUST,v1,30.53%,"$8,110,073"
2021-05-01 18:03:22.219029,crvLINK,v1,11.14%,"$93,579,254"
2021-05-01 18:03:22.244264,3Crv,v1,13.48%,"$78,979,076"
2021-05-01 18:03:22.268262,crvSUSD,v1,28.85%,"$35,223,453"
2021-05-01 18:03:22.295127,USDT,v1,11.26%,"$10,911,856"
2021-05-01 18:03:22.320092,crvEURS,v1,62.46%,"$40,901,793"
2021-05-01 18:03:22.357133,crvHUSD,v1,37.44%,$698
2021-05-01 18:03:22.420797,TUSD,v1,11.71%,"$3,208,716"
2021-05-01 18:03:22.508060,LINK,v1,0.00%,"$255,873"
2021-05-01 18:03:22.574712,DAI,v1,9.48%,"$7,301,402"
2021-05-01 18:03:22.629708,crvUSDP,v1,33.23%,"$76,540,108"
2021-05-01 18:03:22.691051,crvBUSD,v1,14.21%,"$21,330,415"
2021-05-01 18:03:22.744137,crvANKR,v1,20.51%,"$1,306,339"
2021-05-01 18:03:22.794105,aLINK,v1,0.00%,"$14,631,747"
2021-05-01 18:03:22.843659,mUSD,v1,19.47%,"$169,046"
2021-05-02 16:31:52.176922,yveCRV - ETH,v1,61.54%,"$8,503,798"
2021-05-02 16:31:52.191307,yveCRV,v1,13.01%,$0
2021-05-02 16:31:52.200223,yvBOOST,v2,13.53%,"$4,164,209"
2021-05-02 16:31:52.205088,yvBOOST - ETH,v2,1.46%,"$9,459,308"
2021-05-02 16:31:52.213728,USDC,v2,15.58%,"$153,288,512"
2021-05-02 16:31:52.223600,crvIB,v2,22.16%,"$151,065,910"
2021-05-02 16:31:52.234246,crvTBTC,v2,6.70%,$0
2021-05-02 16:31:52.241849,crvBBTC,v2,1.77%,$0
2021-05-02 16:31:52.249753,HEGIC,v2,0.77%,"$527,016"
2021-05-02 16:31:52.258324,crvFRAX,v2,NEW ✨,$0
2021-05-02 16:31:52.267399,crvLUSD,v2,40.99%,$0
2021-05-02 16:31:52.285366,crvHBTC,v2,11.07%,"$11,919,629"
2021-05-02 16:31:52.303936,crvOBTC,v2,16.93%,"$10,300,385"
2021-05-02 16:31:52.315511,crvRENBTC,v2,2.38%,"$55,758"
2021-05-02 16:31:52.327637,crvSAAVE,v2,22.17%,"$5,326,179"
2021-05-02 16:31:52.348057,USDT,v2,5.18%,"$2,265,209"
2021-05-02 16:31:52.359443,DAI,v2,11.23%,"$436,246,775"
2021-05-02 16:31:52.370786,1INCH,v2,7.37%,"$767,019"
2021-05-02 16:31:52.382527,crvPBTC,v2,15.49%,"$2,239,719"
2021-05-02 16:31:52.395188,WETH,v2,4.25%,"$179,118,224"
2021-05-02 16:31:52.408082,WBTC,v2,5.44%,"$945,721"
2021-05-02 16:31:52.422083,crvSETH,v2,12.58%,"$128,338,587"
2021-05-02 16:31:52.438516,crvSTETH,v2,16.88%,"$266,580,633"
2021-05-02 16:31:52.452810,YFI,v2,0.52%,"$148,831,978"
2021-05-02 16:31:52.468946,crvSBTC,v2,1.97%,"$5,265,292"
2021-05-02 16:31:52.484250,ETH,v2,4.25%,"$179,118,224"
2021-05-02 16:31:52.500544,crvMUSD,v1,28.50%,"$2,551,731"
2021-05-02 16:31:52.516729,yCRV,v1,10.42%,"$47,269,026"
2021-05-02 16:31:52.533115,crvGUSD,v1,12.99%,"$17,831,388"
2021-05-02 16:31:52.551288,crvAAVE,v1,22.25%,"$26,768,877"
2021-05-02 16:31:52.569027,USDC,v1,11.32%,"$15,273,308"
2021-05-02 16:31:52.588356,crvDUSD,v1,33.54%,"$6,270,341"
2021-05-02 16:31:52.607091,crvUSDN,v1,27.00%,"$59,856,581"
2021-05-02 16:31:52.628579,crvCOMP,v1,18.45%,"$35,768,329"
2021-05-02 16:31:52.648255,crvUST,v1,29.81%,"$7,849,860"
2021-05-02 16:31:52.668601,crvLINK,v1,10.98%,"$91,883,959"
2021-05-02 16:31:52.690878,3Crv,v1,13.12%,"$78,444,394"
2021-05-02 16:31:52.714537,crvSUSD,v1,28.43%,"$35,782,188"
2021-05-02 16:31:52.742246,USDT,v1,11.44%,"$11,275,223"
2021-05-02 16:31:52.770427,crvEURS,v1,61.56%,"$39,689,871"
2021-05-02 16:31:52.797472,crvHUSD,v1,35.63%,$692
2021-05-02 16:31:52.820939,TUSD,v1,11.68%,"$3,206,918"
2021-05-02 16:31:52.846874,LINK,v1,0.00%,"$250,610"
2021-05-02 16:31:52.872089,DAI,v1,9.87%,"$6,776,566"
2021-05-02 16:31:52.897601,crvUSDP,v1,32.42%,"$78,057,269"
2021-05-02 16:31:52.926609,crvBUSD,v1,16.68%,"$21,336,624"
2021-05-02 16:31:52.961330,crvANKR,v1,19.83%,"$1,310,376"
2021-05-02 16:31:52.995515,aLINK,v1,0.00%,"$14,129,583"
2021-05-02 16:31:53.024677,mUSD,v1,18.15%,"$116,533"
2021-05-03 16:36:47.129956,yveCRV - ETH,v1,63.77%,"$7,880,184"
2021-05-03 16:36:47.135241,yveCRV,v1,12.47%,$0
2021-05-03 16:36:47.140121,yvBOOST,v2,12.76%,"$5,197,737"
2021-05-03 16:36:47.144974,yvBOOST - ETH,v2,102.48%,"$11,777,739"
2021-05-03 16:36:47.153439,USDC,v2,15.76%,"$154,694,523"
2021-05-03 16:36:47.162691,crvIB,v2,22.03%,"$148,107,395"
2021-05-03 16:36:47.169382,crvTBTC,v2,6.58%,$0
2021-05-03 16:36:47.177313,crvBBTC,v2,3.74%,$0
2021-05-03 16:36:47.185179,HEGIC,v2,0.77%,"$553,925"
2021-05-03 16:36:47.193725,crvFRAX,v2,NEW ✨,$0
2021-05-03 16:36:47.205853,crvLUSD,v2,45.97%,$0
2021-05-03 16:36:47.222880,crvHBTC,v2,10.69%,"$12,591,558"
2021-05-03 16:36:47.242993,crvOBTC,v2,16.05%,"$10,596,568"
2021-05-03 16:36:47.252588,crvRENBTC,v2,2.37%,"$68,264"
2021-05-03 16:36:47.262018,crvSAAVE,v2,20.16%,"$5,430,620"
2021-05-03 16:36:47.271658,USDT,v2,4.47%,"$22,038,404"
2021-05-03 16:36:47.282180,DAI,v2,11.12%,"$452,595,718"
2021-05-03 16:36:47.293276,1INCH,v2,7.37%,"$813,244"
2021-05-03 16:36:47.305650,crvPBTC,v2,15.24%,"$2,343,095"
2021-05-03 16:36:47.317456,WETH,v2,4.17%,"$192,186,567"
2021-05-03 16:36:47.330114,WBTC,v2,5.44%,"$1,109,842"
2021-05-03 16:36:47.343380,crvSETH,v2,11.55%,"$135,433,123"
2021-05-03 16:36:47.357255,crvSTETH,v2,16.83%,"$289,814,874"
2021-05-03 16:36:47.376775,YFI,v2,0.52%,"$156,868,032"
2021-05-03 16:36:47.391087,crvSBTC,v2,2.03%,"$5,456,850"
2021-05-03 16:36:47.406048,ETH,v2,4.17%,"$192,186,567"
2021-05-03 16:36:47.422407,crvMUSD,v1,28.55%,"$2,605,177"
2021-05-03 16:36:47.440533,yCRV,v1,10.41%,"$47,535,758"
2021-05-03 16:36:47.457376,crvGUSD,v1,17.30%,"$17,605,590"
2021-05-03 16:36:47.475912,crvAAVE,v1,25.17%,"$26,980,704"
2021-05-03 16:36:47.494611,USDC,v1,11.11%,"$15,440,644"
2021-05-03 16:36:47.513412,crvDUSD,v1,34.14%,"$6,667,480"
2021-05-03 16:36:47.531102,crvUSDN,v1,27.32%,"$60,180,817"
2021-05-03 16:36:47.550198,crvCOMP,v1,19.07%,"$35,734,988"
2021-05-03 16:36:47.571278,crvUST,v1,31.55%,"$8,406,604"
2021-05-03 16:36:47.593462,crvLINK,v1,10.56%,"$93,795,691"
2021-05-03 16:36:47.613380,3Crv,v1,13.28%,"$78,818,144"
2021-05-03 16:36:47.636365,crvSUSD,v1,28.19%,"$36,472,334"
2021-05-03 16:36:47.660985,USDT,v1,11.23%,"$11,967,811"
2021-05-03 16:36:47.687101,crvEURS,v1,59.33%,"$42,719,435"
2021-05-03 16:36:47.713512,crvHUSD,v1,36.77%,$730
2021-05-03 16:36:47.736469,TUSD,v1,11.63%,"$3,208,330"
2021-05-03 16:36:47.768571,LINK,v1,0.00%,"$258,987"
2021-05-03 16:36:47.824634,DAI,v1,10.30%,"$6,504,679"
2021-05-03 16:36:47.872080,crvUSDP,v1,30.49%,"$78,306,751"
2021-05-03 16:36:47.902177,crvBUSD,v1,19.44%,"$21,360,334"
2021-05-03 16:36:47.930104,crvANKR,v1,18.17%,"$1,377,151"
